"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"timothy w. finin , anupam joshi","information","semantic agents access web turst","agents , turst , and information access on the semantic web","dblp_a_2424","sigmod record","2002"
"joachim hammer , hector garcia-molina , svetlozar nestorov , ramana yerneni , markus m. breunig , vasilis vassalos","system based","wrappers template tsimmis","template-based wrappers in the tsimmis system","dblp_a_2425","sigmod conference","1997"
"norbert widmann , paula furtado , peter baumann , roland ritsch","system management data","geo rasdaman medical environmental","geo/environmental and medical data management in the rasdaman system","dblp_a_2426","vldb","1997"
"richard t. snodgrass","","relevance journal","journal relevance","dblp_a_2427","sigmod record","2003"
"divesh srivastava , nick koudas , nicolas bruno","","pattern optimal matching twig xml holistic joins","holistic twig joins : optimal xml pattern matching","dblp_a_2428","sigmod conference","2002"
"richard sidle , wolfgang lehner , hamid pirahesh , roberta cochrane","","maintenance tables summary automatic","maintenance of automatic summary tables","dblp_a_2429","sigmod conference","2000"
"alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova","information systems","global challenges","challenges for global information systems","dblp_a_2430","vldb","1994"
"peter buneman , louiqa raschid , jeffrey d. ullman","","proposal standard languages mediator","mediator languages - a proposal for a standard","dblp_a_2431","sigmod record","1997"
"bruno tessier , amélie marian , brendan hills , sophie cluet , jean-claude mamou , bernd amann , anne-marie vercoustre , frédéric hubert , vincent aguilera , laurent mignet , serge abiteboul , sébastien ailleret , tova milo , cassio souza dos santos","","repository xml views active demonstration","xml repository and active views demonstration","dblp_a_2432","vldb","1999"
"zhan cui , paul o'brien , dean m. jones","based","integration issues applications ontology semantic","semantic b2b integration : issues in ontology-based applications","dblp_a_2433","sigmod record","2002"
"k. bernhard schiefer , arun n. swami","","fetches index lru estimating scans buffers page finite","estimating page fetches for index scans with finite lru buffers","dblp_a_2434","vldb j.","1995"
"konrad schwarz , eva kühn , thomas tschernko","system based","language multidatabase","a language based multidatabase system","dblp_a_2435","sigmod conference","1994"
"stanley y. w. su , nabil kamel , ping wu","based","calculus pattern object","a pattern-based object calculus","dblp_a_2436","vldb j.","1994"
"","","title","title","dblp_a_2437","vldb j.","1995"
"murali venkatrao , michael pizzo","","style cli new sql binding","sql/cli - a new binding style for sql","dblp_a_2438","sigmod record","1995"
"paul h. lewis , joseph kuan","data","study hg search point trees","a study on data point search for hg-trees","dblp_a_2439","sigmod record","1999"
"yannis papakonstantinou , hector garcia-molina , serge abiteboul","systems","mediator fusion object","object fusion in mediator systems","dblp_a_2440","vldb","1996"
"konrad stocker , alfons kemper , stefan seltzsam , markus keidl","","distributing serviceglobe e across services internet","serviceglobe : distributing e-services across the internet","dblp_a_2441","vldb","2002"
"donald r. slutz","","testing sql massive stochastic","massive stochastic testing of sql","dblp_a_2442","vldb","1998"
"roberto j. bayardo jr.","databases","long mining patterns efficiently","efficiently mining long patterns from databases","dblp_a_2443","sigmod conference","1998"
"gerhard weikum , peter muth , patrick e. o'neil , achim pick","data","implementation structured log lham method design performance history access","design , implementation , and performance of the lham log-structured history data access method","dblp_a_2444","vldb","1998"
"shruti kasetty , colin meek , jignesh m. patel","","accurate oasis biological technique sequences local alignment online searches","oasis : an online and accurate technique for local-alignment searches on biological sequences","dblp_a_2445","vldb","2003"
"leo mark , lars bækgaard","","query nested expressions relational incremental computation","incremental computation of nested relational query expressions","dblp_a_2446","acm trans . database syst .","1995"
"mario a. lopez , simonas saltenis , christian s. jensen , scott t. leutenegger","","indexing positions objects moving continuously","indexing the positions of continuously moving objects","dblp_a_2447","sigmod conference","2000"
"jiawei han , teresa mah , laks v. s. lakshmanan , raymond t. ng","","frequent via queries mining constrained set exploratory","exploratory mining via constrained frequent set queries","dblp_a_2448","sigmod conference","1999"
"sanju k. bansal","","real rdbms decision support implications requirements world","real world requirements for decision support - implications for rdbms","dblp_a_2449","sigmod conference","1995"
"kevin chen-chuan chang , hector garcia-molina","information","query vocabulary heterogeneous across sources mind mapping","mind your vocabulary : query mapping across heterogeneous information sources","dblp_a_2450","sigmod conference","1999"
"viswanath poosala , phillip b. gibbons , yossi matias","","fast maintenance approximate histograms incremental","fast incremental maintenance of approximate histograms","dblp_a_2451","acm trans . database syst .","2002"
"ouri wolfson , a. prasad sistla","systems database","temporal constraints active integrity conditions","temporal conditions and integrity constraints in active database systems","dblp_a_2452","sigmod conference","1995"
"roger king","data","rubicon smart","the rubicon of smart data","dblp_a_2453","vldb","2002"
"terence critchlow , ron musick","","practical scale lessons science computational large supporting","practical lessons in supporting large-scale computational science","dblp_a_2454","sigmod record","1999"
"dan suciu","database","theory xml","on database theory and xml","dblp_a_2455","sigmod record","2001"
"amit shukla , miron livny , michael j. carey , laura m. haas","","hoc ad join seeking truth costs","seeking the truth about ad hoc join costs","dblp_a_2456","vldb j.","1997"
"philip s. yu , charu c. aggarwal , jiawei han , jianyong wang","data","framework evolving clustering streams","a framework for clustering evolving data streams","dblp_a_2457","vldb","2003"
"","","foreword title editorial special issue","title , foreword , special issue editorial","dblp_a_2458","vldb j.","1994"
"ming-syan chen , chi-chun lin","","vipas powered virtual search web link authority","vipas : virtual link powered authority search in the web","dblp_a_2459","vldb","2003"
"karl-heinz hess","databases","large application environment commercial","very large databases in a commercial application environment","dblp_a_2460","vldb","1996"
"martin l. kersten , peter a. boncz","","fragmented querying world mil primitives","mil primitives for querying a fragmented world","dblp_a_2461","vldb j.","1999"
"bruce g. lindsay , hamid pirahesh , berthold reinwald , michael j. carey , rimon barr , jayavel shanmugasundaram , eugene j. shekita","data","relational xml publishing documents efficiently","efficiently publishing relational data as xml documents","dblp_a_2462","vldb j.","2001"
"charly kleissner","","generation framework enabler object relational second objects enterprise","enterprise objects framework , a second generation object-relational enabler","dblp_a_2463","sigmod conference","1995"
"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan","database","enabling caching content sites web driven dynamic","enabling dynamic content caching for database-driven web sites","dblp_a_2464","sigmod conference","2001"
"goetz graefe , per-åke larson","management","generation run sorting external memory","memory management during run generation in external sorting","dblp_a_2465","sigmod conference","1998"
