"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"t. imielinski , a. virmani","system","rule interactive discovery datamine","datamine-interactive rule discovery system","acm_1533","international conference on management of data","1995"
"stefano ceri , piero fraternali , stefano paraboschi , giuseppe psaila","system database","algres chimera object testbed oriented active","the algres testbed of chimera : an active object-oriented database system","acm_1534","international conference on management of data","1995"
"c. collet , t. coupaye","system","naos","the naos system","acm_1535","international conference on management of data","1995"
"jim melton , nelson mendoca mattos","","generation sql third emerging overview standard","an overview of the emerging third-generation sql standard","acm_1536","international conference on management of data","1995"
"donald r. deutsch","","strange session sql relations panel objects","objects and sql ( panel session ) : strange relations ?","acm_1537","international conference on management of data","1995"
"moira c. norrie","","integration cim approaches","integration approaches for cim","acm_1538","international conference on management of data","1995"
"amit sheth","","applications technology research automation workflow","workflow automation : applications , technology and research","acm_1539","international conference on management of data","1995"
"bob gerber","","xps online informix","informix online xps","acm_1540","international conference on management of data","1995"
"chaitanya baru , gilles fecteau","","edition parallel overview","an overview of db2 parallel edition","acm_1541","international conference on management of data","1995"
"christos faloutsos","databases","indexing multimedia","indexing multimedia databases","acm_1542","international conference on management of data","1995"
"charles levine","","order magnitude parallelism c tpc advantage massive","order-of-magnitude advantage on tpc-c through massive parallelism","acm_1543","international conference on management of data","1995"
"michael a. olson","","assets cover","cover your assets","acm_1544","international conference on management of data","1995"
"janet perna","information","leveraging asset","leveraging the information asset","acm_1545","international conference on management of data","1995"
"charly kleissner","","generation framework enabler object relational second objects enterprise","enterprise objects framework : a second generation object-relational enabler","acm_1546","international conference on management of data","1995"
"robert atkinson","","architecture use relational component integrating non","use of a component architecture in integrating relational and non-relational","acm_1547","international conference on management of data","1995"
"case squire","data","transformation extraction warehouse","data extraction and transformation for the data warehouse","acm_1548","international conference on management of data","1995"
"herb edelstein","","products relevant panel session research","research and products-are they relevant to each other ? ( panel session )","acm_1549","international conference on management of data","1995"
"clark d. french","database","size work fits dss architectures one","one size fits all database architectures do not work for dss","acm_1550","international conference on management of data","1995"
"sanju k. bansal","","real rdbms decision support implications requirements world","real world requirements for decision support-implications for rdbms","acm_1551","international conference on management of data","1995"
"arnon rosenthal , len seligman , catherine mccollum , barbara blaustein , bhavani thuraisingham , edward lafferty","management data","corporation mitre research","data management research at the mitre corporation","acm_1552","acm sigmod record","1995"
"xiaolei qian","","numerous announcements turmoil funding nasa","turmoil at nasa , and numerous funding announcements","acm_1553","acm sigmod record","1995"
"tak w. yan , h &#233; ctor garc &#237; a-molina","information","digital library finding perspective stanford","information finding in a digital library : the stanford perspective","acm_1554","acm sigmod record","1995"
